1998-08-09,FhGZxx,'(446, 215), (6, 170), (972, 984), (380, 979)'
1992-11-01,wMVfou,'(40, 861), (193, 835), (290, 368), (312, 24)'
1993-01-16,AkdYsX,'(876, 74), (562, 52), (0, 347), (777, 692)'
1993-12-06,bNNBNO,'(519, 576), (164, 352), (513, 153), (594, 56)'
2000-10-06,rJETLY,'(781, 930), (568, 368), (98, 528), (392, 546)'
1999-12-20,kfZaIs,'(414, 262), (434, 248), (682, 660), (971, 479)'
1992-06-14,GxeKac,'(666, 858), (598, 256), (852, 568), (946, 649)'
1994-07-28,YVvjaH,'(620, 673), (527, 102), (82, 499), (388, 361)'
1996-10-29,QtrBzb,'(352, 684), (268, 355), (258, 571), (298, 186)'
1994-08-02,ddedKb,'(476, 675), (951, 82), (122, 451), (914, 458)'
1999-08-25,OmRrDb,'(486, 590), (777, 988), (106, 308), (981, 494)'
1999-09-03,mNtNLO,'(305, 813), (307, 700), (829, 230), (513, 667)'
1996-07-21,NklQuP,'(28, 528), (958, 412), (236, 305), (336, 58)'
1991-11-11,sVSQQc,'(518, 44), (171, 377), (543, 126), (416, 206)'
1996-03-27,uIvSLq,'(365, 932), (280, 779), (548, 47), (836, 505)'
1995-07-23,yROLiB,'(839, 758), (287, 110), (701, 615), (911, 297)'
1994-02-18,NMJKym,'(13, 206), (63, 469), (326, 90), (170, 780)'
1996-02-06,mdhKUm,'(305, 438), (458, 840), (522, 991), (466, 129)'
1996-03-27,JyZGOa,'(965, 546), (814, 592), (936, 204), (377, 185)'
1991-05-11,HnWnCq,'(719, 411), (553, 73), (754, 407), (690, 971)'
1999-02-03,DAAvNi,'(731, 172), (712, 234), (315, 114), (210, 396)'
1993-07-21,ioPiSC,'(309, 525), (521, 432), (872, 456), (778, 627)'
1994-01-09,mrSTkL,'(696, 649), (578, 796), (119, 761), (112, 940)'
1991-09-09,dJvzcK,'(776, 339), (578, 4), (558, 117), (626, 378)'
1995-12-24,dSkaZO,'(17, 911), (750, 737), (517, 310), (379, 892)'
1991-06-13,iLYTCg,'(725, 793), (366, 887), (949, 177), (242, 623)'
1993-09-01,auSYUC,'(883, 67), (178, 257), (101, 625), (398, 416)'
1999-03-16,HpPreN,'(431, 219), (799, 630), (37, 838), (44, 718)'
1991-06-08,CatTfh,'(175, 138), (982, 758), (851, 1), (802, 474)'
1991-05-10,jaXzYy,'(693, 861), (472, 126), (602, 896), (211, 543)'
1991-09-08,GxRljw,'(506, 145), (184, 592), (703, 747), (895, 168)'
1993-04-05,WdduCy,'(173, 970), (22, 822), (563, 700), (874, 680)'
1997-07-13,ibUuTd,'(145, 311), (196, 959), (374, 644), (558, 6)'
1999-09-18,KsGNgf,'(404, 188), (858, 135), (49, 286), (832, 312)'
1997-04-09,yCCYdC,'(521, 121), (154, 646), (972, 744), (385, 92)'
2000-07-15,YJKLbA,'(682, 401), (388, 127), (51, 86), (433, 579)'
1993-02-15,kfvUJr,'(147, 358), (585, 188), (686, 736), (572, 640)'
1992-07-22,QNtDpC,'(996, 99), (374, 972), (153, 295), (603, 319)'
1992-02-04,EBAScB,'(803, 340), (513, 846), (771, 81), (987, 945)'
2000-09-18,fXgPzj,'(762, 881), (814, 468), (489, 313), (398, 584)'
1996-07-24,XNhcdT,'(414, 621), (717, 598), (768, 928), (666, 23)'
1990-11-11,elkSfO,'(593, 808), (62, 686), (224, 64), (646, 749)'
2000-08-22,lhiutT,'(366, 30), (395, 202), (255, 677), (975, 18)'
2000-05-09,NeZALT,'(157, 29), (135, 476), (329, 22), (626, 832)'
1995-10-24,yHKumZ,'(134, 752), (365, 315), (518, 209), (672, 323)'
1990-10-20,kImoEe,'(468, 627), (404, 785), (31, 70), (153, 433)'
1991-04-28,BzXLLf,'(121, 116), (2, 959), (646, 765), (23, 711)'
1991-08-28,hIXWTd,'(939, 163), (616, 718), (13, 338), (184, 115)'
2000-09-03,RwNELO,'(161, 52), (284, 419), (293, 803), (967, 469)'
1991-07-30,QYTilA,'(611, 207), (938, 666), (688, 434), (710, 137)'
1996-08-28,xAxqEn,'(433, 741), (896, 304), (377, 469), (522, 248)'
2000-04-09,exNWRY,'(340, 732), (660, 731), (27, 770), (562, 959)'
1992-04-21,UgbdVi,'(628, 337), (458, 670), (80, 353), (595, 840)'
1997-06-15,JwIyZw,'(695, 202), (386, 557), (506, 714), (314, 635)'
1994-11-06,qVmXqR,'(26, 192), (545, 196), (478, 859), (140, 149)'
1991-07-25,IOAQHo,'(864, 689), (595, 784), (346, 771), (647, 199)'
1993-08-24,PbJweO,'(947, 123), (7, 214), (130, 495), (774, 59)'
1993-07-12,ytziFW,'(254, 794), (465, 683), (850, 390), (176, 337)'
1996-07-26,UjbvLX,'(608, 174), (954, 719), (491, 700), (798, 611)'
1996-05-25,SVVRjT,'(233, 815), (237, 735), (903, 243), (901, 508)'
1991-05-02,rTIjJm,'(902, 359), (315, 505), (877, 763), (799, 757)'
1996-11-29,PzYIOK,'(51, 713), (903, 139), (445, 885), (157, 151)'
1995-02-11,VSaqSy,'(396, 265), (164, 483), (846, 129), (765, 762)'
1993-08-13,vFytSN,'(879, 56), (867, 932), (803, 987), (754, 219)'
1990-01-14,pZMvvc,'(106, 86), (432, 332), (30, 973), (605, 707)'
1990-07-16,ZeukyF,'(643, 445), (126, 107), (825, 773), (524, 110)'
1992-02-14,yoXOnv,'(90, 914), (573, 495), (470, 320), (534, 221)'
1992-11-19,Kqmdip,'(372, 683), (838, 354), (302, 868), (71, 167)'
1999-10-07,TgGNUX,'(898, 107), (311, 731), (16, 835), (316, 932)'
1995-05-14,ZYRSqA,'(207, 338), (4, 75), (236, 807), (824, 84)'
1998-07-18,CJaGKp,'(369, 98), (535, 5), (340, 973), (357, 656)'
1991-08-24,rhVPsa,'(0, 20), (35, 792), (929, 533), (729, 769)'
1999-04-27,HYPbYj,'(251, 1), (923, 204), (528, 105), (451, 179)'
1997-12-05,NiRaRR,'(122, 619), (506, 324), (701, 604), (794, 731)'
1995-11-23,GUdCNE,'(512, 742), (914, 970), (66, 302), (140, 48)'
1994-03-14,DywMVO,'(877, 397), (572, 22), (142, 586), (825, 482)'
1993-06-14,dIHbIu,'(440, 469), (995, 179), (969, 336), (274, 493)'
1999-11-29,NhohGY,'(85, 74), (828, 800), (585, 923), (357, 405)'
1990-03-11,BNVXkP,'(933, 362), (557, 253), (398, 368), (26, 660)'
1994-09-14,OmYONJ,'(635, 355), (830, 455), (578, 776), (530, 208)'
1994-11-02,sAtEdG,'(430, 928), (441, 67), (765, 522), (811, 170)'
2000-07-08,BDoiol,'(10, 786), (199, 717), (165, 53), (486, 973)'
1999-10-21,PuItRj,'(731, 581), (852, 675), (234, 209), (643, 317)'
1995-06-07,CjXySX,'(328, 985), (774, 465), (682, 564), (656, 858)'
1998-02-20,GIIvtx,'(709, 844), (107, 960), (330, 443), (113, 4)'
1991-10-13,QOzitU,'(112, 60), (463, 996), (393, 579), (971, 964)'
1997-03-30,UJXihA,'(19, 994), (189, 450), (281, 561), (263, 410)'
1993-04-23,qJfkPh,'(464, 73), (136, 949), (565, 889), (936, 694)'
1999-05-18,Qynaql,'(420, 373), (944, 412), (7, 480), (526, 618)'
2000-06-16,XuVAQN,'(146, 590), (577, 283), (234, 208), (27, 183)'
1992-06-16,osyfhK,'(759, 951), (531, 999), (506, 29), (549, 134)'
1991-01-29,AVPIdN,'(866, 133), (690, 414), (178, 843), (956, 496)'
1999-07-13,pQniGD,'(520, 992), (459, 355), (374, 225), (996, 308)'
1998-08-09,HsITJq,'(564, 673), (698, 664), (982, 318), (5, 53)'
1997-07-30,xcljnU,'(186, 206), (892, 517), (468, 273), (965, 817)'
1996-06-21,nCAFDQ,'(880, 632), (850, 370), (822, 413), (124, 191)'
1995-12-06,eXsZta,'(400, 26), (662, 847), (929, 801), (137, 474)'
1997-08-13,foSwrI,'(467, 28), (506, 874), (10, 631), (113, 944)'
1994-06-16,VdLuIg,'(264, 16), (90, 686), (803, 662), (426, 267)'
2000-12-25,hYAynU,'(337, 543), (449, 522), (354, 395), (863, 317)'
1992-06-24,WGJAtH,'(269, 844), (83, 640), (204, 409), (494, 772)'
1999-08-18,ypkfiD,'(437, 796), (327, 609), (715, 592), (835, 730)'
1998-05-04,rgvFAi,'(971, 488), (430, 563), (168, 588), (529, 677)'
1994-02-04,vnDmmX,'(934, 908), (803, 126), (554, 874), (377, 217)'
1990-11-07,Lmtqwm,'(833, 349), (687, 664), (323, 716), (973, 204)'
1992-07-13,ZWVwpS,'(910, 134), (737, 953), (952, 836), (314, 965)'
1994-10-13,pODCds,'(823, 715), (129, 576), (841, 127), (500, 316)'
1992-08-15,JFQlxI,'(667, 334), (951, 577), (318, 388), (246, 602)'
1994-06-16,PSTRlK,'(18, 693), (558, 15), (826, 9), (741, 624)'
1993-12-02,WUVTpk,'(723, 151), (232, 665), (585, 188), (143, 668)'
1994-03-04,pfWNSv,'(105, 807), (72, 254), (489, 899), (927, 854)'
1994-11-03,ftuSio,'(933, 912), (568, 911), (501, 597), (756, 267)'
1992-09-22,sCGaWU,'(48, 701), (119, 47), (704, 412), (878, 987)'
1997-02-09,nUMZQP,'(419, 177), (92, 425), (555, 777), (456, 347)'
1991-01-04,bWImMt,'(460, 663), (789, 973), (984, 890), (816, 968)'
1994-04-14,LPFvRh,'(751, 905), (483, 367), (222, 77), (113, 615)'
1998-03-18,mMwLvm,'(456, 403), (413, 500), (249, 49), (528, 768)'
1997-12-14,lZMUbd,'(818, 628), (929, 197), (996, 232), (983, 180)'
2000-03-21,NcHKTb,'(945, 560), (325, 129), (534, 802), (317, 15)'
1995-02-14,sFcvhf,'(39, 108), (883, 381), (385, 369), (20, 239)'
1990-07-16,rneHHI,'(89, 147), (925, 997), (146, 807), (542, 984)'
1997-05-27,ZWiOpy,'(296, 898), (742, 992), (379, 452), (636, 76)'
1995-07-28,lhAecs,'(4, 414), (167, 237), (178, 352), (938, 45)'
1995-10-23,qTXXCg,'(60, 486), (666, 261), (453, 82), (804, 208)'
1994-03-30,ZEaeie,'(804, 221), (827, 371), (166, 620), (588, 884)'
1993-08-04,yhmshd,'(999, 592), (271, 418), (434, 44), (308, 215)'
1997-08-14,FunVbU,'(888, 176), (393, 491), (561, 87), (512, 24)'
1998-07-04,JIaduM,'(950, 427), (568, 382), (149, 336), (184, 427)'
1993-04-13,IByHNr,'(68, 145), (27, 437), (87, 609), (824, 621)'
1997-11-11,wRPhPW,'(389, 763), (334, 605), (579, 125), (46, 600)'
1995-10-21,cNcUJT,'(471, 525), (590, 554), (217, 283), (822, 63)'
1998-02-19,ZQQPpO,'(402, 924), (390, 335), (52, 626), (449, 573)'
1991-10-18,uJaoRT,'(574, 687), (543, 458), (154, 209), (466, 976)'
2000-06-22,LggZWZ,'(986, 942), (792, 212), (678, 445), (736, 265)'
1998-12-04,mNaDCe,'(729, 615), (787, 282), (423, 853), (79, 338)'
1996-10-15,MhfjrV,'(968, 83), (115, 29), (161, 958), (881, 754)'
1998-08-15,qgsdIk,'(624, 126), (915, 409), (238, 134), (757, 834)'
1995-04-28,oGuDOY,'(633, 896), (490, 968), (993, 310), (689, 954)'
1996-06-18,ckdeBX,'(677, 624), (349, 395), (69, 594), (38, 451)'
1990-01-19,YxfRMV,'(803, 665), (232, 150), (458, 368), (444, 187)'
1998-01-18,nhrckF,'(144, 572), (395, 444), (732, 108), (339, 345)'
1996-05-08,RqNzwU,'(461, 747), (869, 928), (49, 967), (608, 876)'
1992-10-29,malCse,'(27, 677), (733, 435), (817, 12), (186, 175)'
1997-08-07,EkHLez,'(809, 889), (889, 50), (534, 180), (550, 31)'
1999-06-16,tgUvpS,'(89, 378), (711, 4), (11, 464), (202, 772)'
1991-06-13,fgYAHN,'(215, 993), (191, 37), (588, 6), (437, 363)'
1996-06-04,BVnSYw,'(679, 821), (90, 253), (221, 771), (155, 281)'
1994-11-04,NulpiL,'(303, 350), (124, 176), (361, 848), (820, 607)'
1991-06-23,ZQGiAm,'(800, 65), (268, 502), (677, 624), (335, 92)'
1991-08-01,RaofKE,'(256, 297), (152, 929), (359, 424), (177, 107)'
1994-07-23,KoZFHD,'(982, 263), (881, 188), (982, 131), (430, 503)'
2000-09-25,NnIYLE,'(631, 955), (650, 63), (221, 735), (901, 334)'
1999-09-30,Bhoiru,'(797, 779), (140, 387), (644, 99), (14, 535)'
1995-08-10,BOqjjx,'(569, 219), (201, 816), (467, 607), (466, 937)'
2000-07-11,wMUCyb,'(247, 873), (761, 508), (850, 812), (219, 340)'
1994-12-09,oeIFac,'(21, 931), (877, 928), (886, 398), (658, 605)'
1999-10-30,RjDNsh,'(864, 346), (940, 183), (996, 900), (403, 296)'
1997-11-29,atfFwW,'(412, 258), (342, 310), (392, 852), (424, 654)'
1996-01-12,wOCgGI,'(711, 524), (203, 786), (486, 11), (821, 306)'
1996-08-26,qeRZCd,'(448, 492), (260, 527), (826, 784), (600, 539)'
1991-10-08,FVeVJn,'(109, 979), (612, 577), (364, 973), (708, 217)'
1996-11-01,eUFBRv,'(591, 712), (96, 436), (121, 733), (61, 764)'
1995-12-16,PZhGZu,'(863, 592), (217, 895), (901, 386), (354, 753)'
1999-06-29,QXQdDl,'(917, 644), (385, 902), (386, 800), (282, 926)'
1992-12-19,zCfhCA,'(712, 770), (905, 272), (712, 725), (725, 360)'
2000-10-28,ZiZXTJ,'(551, 18), (660, 136), (893, 207), (892, 768)'
1995-11-20,ZwTyxe,'(280, 795), (489, 826), (455, 740), (179, 126)'
1990-11-01,HRcuxk,'(503, 865), (303, 268), (243, 146), (439, 235)'
1992-11-05,ycUbVf,'(121, 625), (7, 798), (717, 268), (171, 104)'
1991-09-27,SihRtE,'(620, 364), (97, 238), (364, 545), (915, 173)'
1990-01-08,dhMlTt,'(19, 832), (251, 430), (894, 319), (114, 88)'
2000-02-09,ultbNB,'(361, 79), (915, 627), (704, 60), (824, 834)'
2000-09-12,FfnGyA,'(123, 940), (532, 200), (885, 137), (354, 636)'
1996-04-19,JIIMsk,'(588, 987), (327, 844), (831, 674), (909, 4)'
1995-07-25,sqqcwG,'(4, 414), (83, 712), (593, 7), (346, 428)'
1992-09-12,NEtkKf,'(120, 147), (554, 623), (288, 168), (65, 979)'
2000-09-05,HtCDNM,'(158, 171), (634, 360), (893, 555), (35, 327)'
1996-11-20,HZdUSd,'(692, 238), (797, 486), (721, 435), (730, 281)'
1996-01-31,FICXAg,'(396, 159), (680, 117), (186, 329), (52, 181)'
1990-06-09,PUoADx,'(557, 252), (31, 68), (825, 831), (597, 378)'
1998-04-22,mcfbtK,'(207, 110), (994, 878), (851, 795), (138, 670)'
1997-11-23,yMTcMu,'(401, 777), (922, 844), (937, 931), (54, 499)'
1993-07-11,ztRiCV,'(114, 535), (182, 605), (131, 971), (528, 875)'
1991-11-18,GdJNXa,'(111, 914), (313, 604), (953, 86), (687, 877)'
1997-06-09,tqBidD,'(697, 216), (443, 133), (584, 55), (287, 941)'
1997-07-25,zdlgIZ,'(310, 607), (690, 907), (479, 714), (850, 52)'
1990-01-18,nbBmcF,'(695, 23), (977, 835), (29, 95), (656, 557)'
1996-11-10,eBtEmI,'(132, 760), (739, 932), (539, 973), (257, 930)'
1994-08-17,FOPzBL,'(752, 777), (253, 893), (959, 735), (632, 94)'
1996-12-17,oOhKdc,'(830, 714), (211, 734), (336, 405), (41, 962)'
1997-10-20,HophvR,'(487, 332), (242, 46), (835, 19), (187, 886)'
1992-01-17,bQyxXg,'(475, 96), (113, 790), (462, 612), (581, 846)'
1992-06-09,MjZUJU,'(322, 135), (730, 504), (457, 977), (97, 732)'
1995-01-01,VMFWRl,'(219, 726), (861, 475), (180, 55), (267, 840)'
1992-05-15,DjuKlA,'(886, 629), (581, 848), (346, 495), (33, 460)'
1996-11-27,muXvWe,'(370, 674), (635, 464), (73, 946), (58, 102)'
1993-09-19,qMxouh,'(621, 440), (634, 416), (569, 267), (761, 25)'
1995-04-20,XRvYuj,'(864, 495), (545, 515), (615, 942), (448, 430)'
1996-10-09,GXzuhf,'(769, 992), (889, 346), (82, 950), (767, 469)'
1991-02-14,SUkocw,'(821, 992), (660, 961), (522, 139), (626, 14)'
1990-09-05,KoYizd,'(290, 953), (706, 838), (852, 40), (69, 862)'
1998-11-11,qFuOuG,'(720, 209), (64, 881), (409, 380), (306, 463)'
1995-07-01,KEahna,'(760, 874), (321, 825), (269, 163), (44, 335)'
1992-08-05,BZqEWs,'(957, 937), (701, 740), (874, 759), (814, 516)'
2000-04-08,nuJMpl,'(798, 178), (927, 883), (848, 477), (686, 801)'
1991-01-08,TDiAXY,'(634, 808), (198, 805), (207, 326), (14, 422)'
1993-04-18,EGZrWO,'(229, 70), (616, 149), (546, 90), (210, 708)'
1997-12-20,dBLoHu,'(411, 856), (350, 401), (200, 813), (251, 803)'
1994-10-02,ssMdNr,'(31, 292), (272, 253), (321, 167), (710, 904)'
1997-06-22,ZimyVO,'(851, 584), (102, 526), (640, 38), (435, 851)'
1998-10-13,FzBMAZ,'(916, 828), (914, 438), (201, 485), (840, 609)'
1998-05-16,NQEyXv,'(669, 41), (406, 204), (243, 996), (771, 631)'
1997-07-23,BOHitG,'(271, 2), (77, 519), (394, 637), (840, 789)'
1994-07-20,mpksEm,'(22, 842), (800, 406), (181, 97), (257, 230)'
1997-06-07,aWvoUe,'(642, 728), (790, 145), (685, 427), (843, 608)'
1999-09-31,phFSMT,'(725, 484), (289, 963), (326, 473), (294, 198)'
1996-01-06,MRGVqa,'(616, 328), (763, 57), (26, 238), (283, 576)'
2000-08-14,RVIdKm,'(760, 589), (632, 476), (680, 695), (533, 11)'
1996-03-12,TBpooh,'(275, 354), (818, 485), (360, 941), (409, 208)'
1999-12-07,IxxXit,'(363, 342), (566, 944), (498, 95), (786, 755)'
1998-08-23,ryYdIO,'(665, 208), (691, 209), (974, 798), (62, 154)'
1999-07-01,zbpdzs,'(816, 44), (547, 560), (144, 715), (627, 155)'
1992-12-28,xxsrOz,'(903, 313), (877, 82), (667, 419), (776, 326)'
1999-10-04,MFuGIK,'(307, 782), (462, 449), (915, 135), (562, 209)'
1991-01-08,spDecY,'(96, 16), (10, 361), (371, 296), (872, 944)'
1992-05-12,WaqiNT,'(629, 813), (374, 270), (669, 703), (437, 935)'
1999-12-11,WHkbnK,'(520, 997), (822, 125), (292, 354), (97, 927)'
1997-05-03,UuTktw,'(580, 228), (251, 929), (757, 539), (511, 97)'
1994-06-22,trYzuz,'(825, 888), (42, 645), (208, 750), (42, 269)'
1999-10-07,zkRRzd,'(377, 200), (781, 931), (648, 370), (670, 341)'
1990-09-11,XBsHAm,'(350, 174), (586, 938), (934, 591), (263, 892)'
1997-07-24,ENZMQa,'(380, 486), (788, 175), (640, 474), (792, 624)'
2000-10-14,yjOTRI,'(996, 267), (546, 990), (686, 398), (556, 15)'
1999-04-14,cSsjpz,'(167, 129), (36, 682), (150, 295), (317, 206)'
1992-03-19,lySWWY,'(350, 677), (143, 527), (546, 901), (573, 913)'
1999-04-01,NoankS,'(631, 440), (169, 96), (529, 85), (743, 5)'
1997-01-09,PcyMoM,'(208, 523), (631, 388), (579, 159), (807, 48)'
1992-12-09,gGSajK,'(0, 35), (885, 574), (646, 848), (234, 634)'
1998-10-14,LcozBl,'(289, 266), (74, 510), (805, 908), (262, 493)'
1996-12-21,seyUcZ,'(618, 481), (687, 753), (547, 171), (474, 383)'
1992-07-23,eYWsNk,'(232, 795), (169, 639), (13, 899), (579, 880)'
1994-05-03,GlfsTg,'(897, 152), (39, 295), (744, 846), (332, 725)'
1995-12-26,MtNJQv,'(529, 893), (187, 874), (706, 968), (929, 696)'
1996-04-07,hzjwuh,'(806, 243), (92, 414), (255, 463), (987, 314)'
1997-01-10,XhEicg,'(224, 561), (340, 162), (136, 91), (313, 839)'
1990-04-01,ZlmkOQ,'(657, 722), (786, 252), (716, 336), (33, 153)'
1994-08-26,mVibqD,'(823, 804), (449, 353), (551, 140), (828, 118)'
1999-08-27,IWsXBK,'(928, 687), (170, 688), (305, 705), (307, 93)'
1999-02-26,JBDnZx,'(885, 874), (450, 9), (998, 560), (358, 809)'
1996-11-18,maxXOs,'(180, 950), (591, 694), (199, 706), (70, 406)'
1993-07-05,VwSAIq,'(329, 74), (339, 83), (607, 298), (701, 646)'
1999-11-14,pQzaVs,'(266, 286), (954, 834), (828, 859), (756, 189)'
1993-04-28,beLRYo,'(35, 610), (971, 518), (808, 868), (424, 306)'
1996-08-07,wXCENX,'(651, 39), (556, 396), (329, 292), (216, 561)'
1990-05-24,xNWTWD,'(687, 339), (689, 788), (943, 768), (868, 528)'
1999-09-21,vZMVRb,'(515, 772), (80, 469), (143, 433), (717, 769)'
1998-03-30,eZoNKg,'(964, 211), (759, 846), (276, 519), (122, 145)'
1996-10-23,ImVkrM,'(967, 447), (610, 633), (479, 335), (66, 335)'
1995-06-25,yoILeL,'(994, 697), (405, 112), (90, 944), (40, 615)'
1992-09-24,YSvjnb,'(5, 679), (708, 613), (433, 36), (285, 868)'
1997-11-25,Nqgcis,'(640, 825), (656, 381), (191, 406), (497, 3)'
1997-06-18,RRkcXd,'(818, 927), (660, 970), (189, 795), (75, 382)'
1998-02-07,fuBBUp,'(753, 689), (292, 973), (250, 672), (999, 452)'
1995-03-18,tIGaAn,'(659, 619), (163, 472), (925, 846), (235, 491)'
1994-12-05,mfvbCK,'(677, 793), (551, 182), (64, 532), (624, 726)'
1998-11-06,AKYbNN,'(746, 161), (370, 737), (442, 909), (559, 775)'
1990-05-13,AfyiHM,'(909, 416), (78, 208), (60, 933), (685, 767)'
1995-03-24,IybuBA,'(318, 56), (32, 318), (35, 991), (519, 763)'
1993-04-03,JSAaXX,'(669, 554), (791, 190), (274, 709), (881, 179)'
1995-03-08,bfGGMV,'(646, 552), (981, 795), (389, 130), (621, 715)'
1993-02-07,IippZb,'(768, 635), (88, 236), (487, 889), (676, 631)'
1999-09-02,KmPooQ,'(34, 645), (796, 731), (984, 96), (860, 971)'
2000-03-12,gBwbcK,'(765, 378), (328, 481), (314, 298), (317, 463)'
1999-10-20,AuMRpa,'(876, 536), (892, 778), (871, 858), (763, 793)'
2000-02-11,UFjivG,'(274, 723), (485, 318), (285, 504), (434, 983)'
1991-12-23,HZazTh,'(457, 15), (293, 447), (887, 800), (878, 8)'
1991-11-25,jwOdXT,'(890, 618), (75, 906), (359, 476), (476, 817)'
1994-03-08,ApxWuh,'(423, 511), (194, 190), (723, 408), (374, 169)'
1991-06-13,ygFbfk,'(219, 566), (869, 655), (634, 27), (358, 769)'
1995-08-07,NztAbQ,'(333, 98), (396, 669), (576, 525), (153, 57)'
1997-02-14,fpBZup,'(897, 859), (23, 167), (340, 420), (319, 837)'
2000-09-23,XHRDFS,'(929, 94), (699, 282), (217, 95), (276, 598)'
1993-03-02,QMlQCa,'(273, 520), (467, 875), (762, 724), (512, 433)'
1995-05-27,dnuHII,'(506, 69), (591, 860), (566, 734), (606, 832)'
2000-11-10,LOgEJu,'(571, 698), (228, 24), (732, 712), (144, 864)'
1996-06-01,QssBOF,'(975, 578), (874, 287), (876, 178), (380, 529)'
1999-06-05,uXIqTt,'(363, 818), (452, 955), (223, 3), (822, 571)'
1998-11-10,NjDEEV,'(878, 482), (191, 5), (383, 942), (958, 550)'
1998-01-06,jPBJmc,'(327, 458), (858, 941), (77, 154), (505, 574)'
