'(433, 905), (538, 241), (565, 728), (449, 78)',H2,1991-10-17
'(804, 562), (428, 986), (673, 294), (826, 8)',H16,1992-06-03
'(272, 172), (657, 908), (658, 72), (164, 977)',H5,1994-01-27
'(538, 596), (898, 676), (262, 758), (297, 847)',H7,1992-02-05
'(627, 866), (40, 79), (601, 143), (980, 489)',H19,1996-02-10
'(383, 501), (795, 353), (640, 858), (933, 386)',H15,1994-10-07
'(713, 872), (379, 522), (810, 717), (363, 357)',H19,1996-09-13
'(49, 50), (242, 19), (151, 753), (465, 277)',H2,1992-05-01
'(469, 904), (917, 859), (538, 612), (189, 75)',H4,1990-11-08
'(967, 977), (914, 164), (393, 946), (528, 259)',H10,1997-05-18
'(225, 242), (22, 817), (705, 192), (675, 838)',H14,1990-05-02
'(178, 896), (643, 918), (257, 488), (538, 615)',H2,1994-02-23
'(540, 980), (947, 210), (219, 797), (211, 685)',H1,1991-07-18
'(693, 522), (857, 548), (309, 669), (757, 56)',H15,1996-07-02
'(602, 340), (17, 325), (458, 401), (128, 793)',H5,2000-12-26
'(735, 536), (975, 121), (977, 891), (200, 179)',H6,1993-01-14
'(764, 646), (289, 194), (97, 448), (48, 278)',H15,1993-05-30
'(572, 215), (261, 479), (709, 425), (388, 433)',H8,1998-12-07
'(989, 106), (626, 182), (631, 630), (566, 475)',H8,1994-10-04
'(5, 696), (934, 97), (711, 774), (832, 951)',H12,1991-09-22
'(99, 328), (394, 43), (830, 608), (541, 64)',H7,1998-03-17
'(695, 55), (75, 273), (198, 89), (648, 286)',H6,1993-10-15
'(624, 414), (76, 139), (182, 456), (680, 331)',H4,1999-02-12
'(883, 256), (771, 287), (201, 172), (794, 468)',H9,1994-05-25
'(447, 10), (15, 360), (472, 283), (568, 209)',H10,1993-07-31
'(760, 602), (776, 549), (983, 894), (701, 719)',H13,1993-07-13
'(934, 173), (399, 913), (912, 798), (289, 610)',H16,1994-08-04
'(453, 721), (737, 785), (50, 205), (97, 692)',H2,1995-12-15
'(348, 924), (888, 856), (907, 725), (788, 950)',H7,1995-02-18
'(671, 199), (238, 242), (657, 785), (486, 624)',H8,1996-06-31
'(559, 587), (634, 636), (295, 513), (51, 516)',H12,1992-02-02
'(558, 801), (813, 242), (838, 200), (427, 419)',H1,1999-11-20
'(157, 303), (904, 104), (5, 347), (539, 339)',H5,1994-03-25
'(722, 974), (834, 754), (335, 543), (701, 732)',H2,1991-04-28
'(821, 55), (263, 454), (860, 137), (850, 321)',H7,1995-02-09
'(928, 314), (264, 455), (193, 826), (513, 491)',H10,1994-05-13
'(924, 924), (7, 729), (922, 637), (444, 980)',H12,1994-10-10
'(41, 537), (89, 270), (609, 907), (891, 606)',H12,1990-08-18
'(132, 159), (563, 632), (410, 863), (47, 701)',H14,1990-09-16
'(708, 748), (690, 717), (621, 996), (928, 981)',H4,1993-12-26
'(818, 817), (737, 687), (746, 269), (681, 633)',H10,1996-09-21
'(395, 555), (906, 907), (182, 673), (990, 74)',H6,1996-04-04
'(964, 728), (623, 282), (842, 275), (322, 573)',H11,1996-03-29
'(556, 596), (183, 637), (154, 981), (743, 588)',H6,2000-07-17
'(236, 372), (636, 944), (61, 326), (79, 829)',H14,1996-05-06
'(437, 637), (560, 750), (867, 709), (334, 221)',H18,1994-07-16
'(756, 25), (804, 513), (115, 849), (443, 314)',H17,1995-08-20
'(6, 914), (995, 9), (801, 101), (150, 129)',H8,1991-08-22
'(620, 805), (987, 606), (76, 594), (334, 701)',H11,1991-12-27
'(523, 459), (895, 335), (427, 853), (620, 9)',H14,1998-05-16
'(535, 327), (853, 983), (167, 732), (147, 614)',H14,1995-06-15
'(358, 665), (207, 976), (906, 506), (165, 480)',H11,1997-05-20
'(809, 498), (352, 385), (389, 915), (161, 700)',H4,1991-03-18
'(455, 663), (475, 501), (954, 848), (107, 48)',H2,1995-06-10
'(297, 887), (540, 374), (707, 282), (365, 545)',H10,1996-09-31
'(164, 36), (621, 796), (244, 881), (930, 459)',H3,1998-06-31
'(834, 790), (147, 689), (224, 446), (768, 576)',H1,1999-06-14
'(31, 973), (638, 245), (400, 683), (900, 469)',H3,1999-05-11
'(549, 710), (349, 654), (332, 735), (87, 559)',H9,1995-01-05
'(568, 412), (744, 103), (266, 895), (761, 972)',H16,1990-07-18
'(77, 734), (10, 483), (374, 562), (874, 584)',H13,1999-04-04
'(721, 332), (789, 212), (811, 665), (713, 949)',H6,1997-01-07
'(566, 592), (163, 477), (334, 152), (149, 463)',H18,1997-01-17
'(282, 322), (228, 520), (716, 404), (117, 631)',H5,1997-08-12
'(808, 182), (669, 295), (422, 50), (416, 204)',H10,1999-10-06
'(46, 61), (38, 495), (782, 954), (691, 732)',H15,1999-08-06
'(328, 622), (191, 740), (184, 269), (182, 645)',H17,1990-06-21
'(420, 932), (747, 673), (728, 974), (90, 73)',H11,1994-12-26
'(397, 600), (712, 296), (810, 473), (583, 524)',H7,1991-08-14
'(909, 14), (595, 976), (317, 173), (670, 190)',H8,1990-09-02
'(567, 429), (770, 665), (823, 274), (175, 50)',H16,1997-04-14
'(528, 622), (904, 983), (187, 439), (273, 750)',H14,1995-02-13
'(967, 473), (747, 128), (650, 300), (785, 915)',H18,1999-09-11
'(237, 638), (977, 105), (259, 802), (216, 636)',H10,1993-09-06
'(324, 494), (179, 337), (168, 747), (664, 403)',H14,1995-03-11
'(453, 214), (886, 787), (527, 305), (355, 683)',H10,1998-05-17
'(550, 652), (121, 820), (919, 717), (948, 383)',H6,1996-03-04
'(787, 413), (459, 353), (550, 198), (933, 572)',H6,1994-08-07
'(948, 375), (602, 648), (575, 150), (776, 823)',H13,2000-03-07
'(658, 51), (16, 753), (399, 169), (904, 945)',H13,1990-07-14
'(440, 309), (86, 786), (152, 832), (383, 222)',H3,1999-07-24
'(675, 129), (965, 43), (543, 261), (470, 494)',H4,1999-08-16
'(740, 388), (203, 664), (774, 821), (518, 23)',H3,1992-09-30
'(313, 965), (58, 378), (590, 662), (502, 216)',H17,2000-12-02
'(275, 271), (170, 543), (7, 477), (499, 23)',H9,1997-02-06
'(347, 948), (384, 301), (790, 452), (519, 169)',H5,1996-12-09
'(100, 27), (916, 294), (596, 843), (663, 590)',H17,1992-05-09
'(727, 25), (594, 685), (873, 876), (312, 512)',H7,1996-02-13
'(637, 504), (935, 987), (368, 546), (667, 380)',H4,1991-10-25
'(797, 297), (225, 576), (148, 857), (547, 872)',H6,1999-02-09
'(279, 38), (20, 784), (56, 738), (936, 948)',H8,1993-03-26
'(742, 387), (310, 693), (996, 869), (293, 676)',H9,1995-07-28
'(791, 361), (245, 312), (872, 791), (515, 555)',H1,1995-10-03
'(823, 316), (124, 598), (310, 864), (564, 789)',H10,1999-06-23
'(766, 303), (996, 424), (622, 288), (888, 873)',H17,1991-03-07
'(668, 729), (242, 972), (960, 633), (632, 213)',H17,1994-10-10
'(822, 291), (821, 233), (565, 797), (472, 128)',H18,1996-11-05
'(471, 993), (740, 94), (147, 477), (809, 739)',H1,1991-08-20
'(604, 522), (569, 975), (567, 249), (686, 328)',H13,1995-09-07
'(868, 130), (167, 330), (867, 966), (986, 250)',H15,1995-01-28
'(712, 207), (698, 870), (539, 619), (459, 623)',H10,1990-04-04
'(229, 710), (859, 436), (991, 552), (337, 768)',H15,1994-12-26
'(993, 518), (264, 512), (809, 354), (716, 155)',H2,1994-08-09
'(873, 252), (899, 668), (451, 680), (729, 702)',H2,1998-08-26
'(719, 563), (472, 104), (216, 841), (949, 110)',H2,1998-11-25
'(625, 286), (326, 263), (133, 213), (54, 671)',H2,1990-09-21
'(943, 878), (179, 783), (747, 543), (835, 718)',H2,1993-02-28
'(732, 954), (678, 150), (537, 613), (81, 554)',H14,1994-08-07
'(367, 221), (743, 431), (241, 167), (242, 444)',H15,1998-08-22
'(610, 472), (900, 407), (425, 940), (45, 281)',H15,1994-05-30
'(417, 81), (257, 972), (697, 357), (375, 923)',H2,1992-02-10
'(638, 889), (347, 241), (530, 386), (256, 407)',H16,1996-07-01
'(803, 646), (305, 809), (702, 697), (178, 913)',H6,1997-09-13
'(988, 463), (716, 101), (106, 604), (789, 774)',H18,2000-04-11
'(822, 722), (899, 74), (597, 866), (873, 170)',H8,1992-05-16
'(610, 532), (882, 630), (502, 430), (503, 59)',H19,1991-05-06
'(681, 699), (952, 86), (879, 226), (875, 247)',H8,2000-07-28
'(127, 543), (738, 88), (542, 838), (824, 93)',H19,1999-10-31
'(901, 383), (920, 808), (795, 506), (556, 490)',H12,1991-08-24
'(450, 436), (134, 69), (243, 82), (127, 730)',H16,1997-01-06
'(423, 280), (834, 304), (936, 394), (415, 118)',H3,2000-06-04
'(26, 136), (507, 297), (270, 260), (381, 703)',H17,1994-11-29
'(280, 517), (314, 38), (633, 329), (113, 512)',H15,1997-10-21
'(581, 776), (466, 488), (170, 776), (175, 817)',H15,1998-11-23
'(966, 165), (235, 293), (301, 10), (439, 217)',H7,1997-11-14
'(979, 289), (159, 423), (717, 853), (959, 70)',H5,1990-09-11
'(565, 228), (85, 848), (427, 747), (435, 837)',H2,1990-11-27
'(441, 733), (30, 559), (68, 894), (34, 267)',H12,1993-12-24
'(991, 923), (963, 398), (123, 423), (418, 127)',H9,1992-11-29
'(639, 989), (568, 439), (430, 755), (963, 827)',H11,1995-09-10
'(2, 603), (160, 65), (451, 68), (85, 652)',H7,2000-06-18
'(320, 863), (301, 663), (651, 769), (972, 237)',H5,1993-08-30
'(647, 718), (550, 290), (391, 482), (398, 15)',H12,2000-04-18
'(631, 838), (398, 72), (86, 314), (699, 66)',H6,1997-03-18
'(67, 503), (183, 488), (695, 166), (324, 897)',H4,1994-02-22
'(610, 483), (623, 956), (907, 244), (387, 328)',H14,1996-09-01
'(645, 381), (805, 593), (792, 625), (707, 60)',H7,1997-04-16
'(89, 656), (563, 522), (333, 625), (893, 200)',H17,1997-12-21
'(214, 205), (368, 253), (128, 660), (325, 624)',H19,1995-11-23
'(151, 154), (948, 525), (702, 363), (338, 368)',H6,1995-08-16
'(105, 432), (657, 541), (600, 627), (561, 354)',H19,1990-05-17
'(530, 823), (839, 963), (443, 135), (616, 795)',H9,1996-05-15
'(635, 770), (259, 366), (136, 291), (898, 58)',H15,1994-07-29
'(474, 213), (259, 200), (65, 686), (682, 83)',H6,1995-07-16
'(25, 489), (872, 985), (920, 532), (765, 762)',H12,1999-08-11
'(70, 995), (526, 260), (251, 609), (84, 652)',H10,1990-03-03
'(415, 2), (73, 300), (693, 974), (861, 39)',H2,1992-08-14
'(215, 746), (175, 88), (684, 142), (236, 21)',H4,1998-05-05
'(169, 41), (587, 200), (928, 409), (993, 398)',H3,1990-10-20
'(417, 187), (806, 736), (299, 795), (678, 645)',H11,1997-12-11
'(268, 232), (988, 196), (608, 676), (251, 4)',H5,1997-10-15
'(56, 77), (697, 263), (738, 215), (785, 129)',H5,1999-04-08
'(289, 505), (835, 400), (985, 322), (587, 956)',H17,1995-01-15
'(798, 574), (312, 137), (197, 559), (167, 88)',H1,1997-06-03
'(602, 293), (666, 880), (799, 631), (955, 537)',H16,1992-09-31
'(584, 898), (365, 791), (481, 124), (709, 69)',H18,1995-08-10
'(402, 879), (142, 213), (852, 332), (45, 825)',H5,1993-06-21
'(106, 974), (971, 946), (857, 117), (109, 498)',H3,1995-06-12
'(612, 433), (863, 616), (364, 996), (175, 759)',H14,1995-11-14
'(326, 715), (174, 508), (351, 545), (772, 69)',H1,1994-07-28
'(644, 705), (415, 679), (623, 363), (536, 866)',H6,1996-05-19
'(767, 26), (645, 935), (715, 705), (810, 770)',H13,1997-08-04
'(239, 524), (537, 642), (967, 909), (210, 389)',H13,1992-05-22
'(634, 381), (652, 432), (322, 340), (970, 846)',H8,1991-10-09
'(794, 135), (275, 57), (759, 295), (287, 42)',H19,2000-08-14
'(780, 76), (236, 560), (255, 799), (794, 579)',H17,1992-09-20
'(861, 70), (257, 477), (636, 200), (341, 427)',H7,1998-02-16
'(71, 913), (754, 459), (318, 951), (841, 779)',H19,1997-10-12
'(199, 721), (372, 509), (317, 848), (594, 145)',H12,1999-02-12
'(386, 137), (713, 961), (52, 605), (12, 823)',H4,2000-12-17
'(920, 291), (290, 371), (721, 313), (449, 962)',H12,1999-02-07
'(634, 163), (355, 44), (918, 680), (148, 460)',H11,1999-02-02
'(659, 460), (491, 124), (542, 47), (628, 894)',H2,1996-03-21
'(363, 658), (364, 433), (21, 856), (0, 564)',H4,2000-04-07
'(731, 347), (408, 965), (489, 717), (603, 260)',H9,1994-05-22
'(407, 279), (172, 846), (621, 968), (628, 510)',H4,1997-03-18
'(55, 458), (405, 95), (131, 901), (173, 995)',H5,1997-04-23
'(576, 909), (410, 156), (302, 609), (515, 394)',H8,1992-04-02
'(922, 876), (787, 828), (641, 825), (681, 866)',H9,1992-06-30
'(380, 512), (729, 214), (310, 97), (593, 746)',H4,1991-11-07
'(307, 707), (594, 583), (182, 936), (748, 572)',H19,1996-05-14
'(318, 161), (696, 628), (358, 518), (290, 901)',H12,1991-01-28
'(333, 23), (490, 238), (158, 878), (817, 533)',H16,1997-09-05
'(583, 185), (392, 190), (464, 165), (487, 360)',H9,1998-09-29
'(596, 312), (711, 645), (527, 873), (163, 723)',H15,1997-06-02
'(192, 355), (878, 570), (836, 606), (912, 514)',H8,1995-08-25
'(750, 924), (157, 668), (753, 432), (238, 11)',H17,1996-10-02
'(956, 235), (829, 86), (569, 556), (716, 912)',H13,1998-12-26
'(740, 608), (11, 814), (15, 984), (58, 963)',H15,1994-12-12
'(6, 737), (803, 514), (409, 397), (508, 167)',H1,1999-01-01
'(908, 380), (328, 159), (559, 356), (483, 447)',H15,1994-10-10
'(579, 195), (511, 553), (596, 337), (85, 866)',H5,1990-06-25
'(994, 949), (789, 728), (802, 324), (935, 971)',H6,1994-03-17
'(164, 854), (878, 53), (140, 457), (394, 489)',H12,1994-11-02
'(833, 993), (507, 776), (957, 244), (516, 248)',H18,1991-10-31
'(256, 961), (300, 312), (549, 733), (273, 593)',H12,1994-07-08
'(331, 602), (610, 107), (881, 489), (458, 14)',H1,1999-05-23
'(998, 472), (65, 403), (170, 131), (422, 467)',H15,1990-02-22
'(730, 446), (756, 551), (182, 448), (906, 935)',H7,1999-08-02
'(324, 799), (421, 491), (127, 585), (472, 729)',H1,1993-12-29
'(511, 669), (49, 293), (576, 62), (593, 119)',H17,1994-02-05
'(257, 734), (302, 790), (531, 797), (287, 352)',H13,1994-06-23
'(335, 658), (29, 435), (354, 430), (230, 927)',H10,1998-02-17
'(43, 648), (916, 161), (599, 639), (939, 422)',H14,2000-09-28
'(357, 466), (256, 106), (944, 202), (705, 385)',H11,1999-03-05
'(622, 467), (65, 328), (102, 60), (994, 280)',H18,1997-11-14
'(499, 624), (874, 951), (805, 335), (916, 744)',H8,1995-10-29
'(229, 294), (916, 690), (279, 272), (0, 874)',H11,1993-06-13
'(157, 107), (298, 320), (985, 98), (457, 554)',H15,2000-10-23
'(897, 106), (303, 599), (590, 133), (403, 373)',H17,2000-05-14
'(520, 326), (140, 176), (686, 679), (891, 62)',H13,1996-10-21
'(405, 757), (450, 950), (70, 664), (248, 195)',H5,1992-06-05
'(269, 993), (232, 961), (646, 431), (51, 776)',H13,1992-07-30
'(457, 61), (151, 716), (294, 66), (439, 51)',H13,2000-12-09
'(194, 211), (704, 843), (821, 265), (792, 260)',H16,1993-01-26
'(604, 776), (177, 12), (581, 883), (160, 881)',H3,2000-09-30
'(277, 676), (742, 352), (755, 282), (868, 122)',H6,1992-08-31
'(513, 952), (987, 733), (946, 963), (664, 555)',H14,1992-10-16
'(734, 901), (393, 13), (844, 977), (433, 949)',H8,1995-10-26
'(810, 133), (191, 953), (443, 72), (331, 47)',H8,1998-02-28
'(60, 483), (342, 152), (971, 600), (309, 707)',H9,1990-09-18
'(86, 719), (390, 320), (894, 536), (511, 128)',H16,1997-10-27
'(492, 418), (259, 422), (81, 34), (40, 182)',H16,1999-12-20
'(68, 942), (610, 611), (379, 260), (1, 61)',H4,1994-01-26
'(274, 28), (296, 403), (445, 595), (686, 716)',H8,1995-01-11
'(90, 467), (345, 22), (687, 210), (745, 625)',H2,1991-01-04
'(120, 441), (293, 451), (290, 366), (658, 659)',H6,1992-03-28
'(494, 209), (32, 276), (140, 847), (675, 184)',H14,1991-09-07
'(690, 350), (681, 805), (562, 453), (25, 361)',H15,1996-01-29
'(891, 753), (103, 123), (946, 463), (842, 621)',H3,1990-10-28
'(428, 670), (193, 607), (635, 189), (772, 162)',H11,1990-01-04
'(870, 770), (75, 284), (465, 391), (661, 530)',H3,1999-06-10
'(68, 975), (463, 32), (448, 226), (485, 100)',H4,1996-03-21
'(779, 367), (951, 342), (485, 574), (639, 892)',H9,1998-05-14
'(473, 849), (368, 919), (789, 741), (737, 398)',H11,1995-08-24
'(710, 311), (649, 990), (965, 141), (619, 631)',H16,1995-09-04
'(695, 884), (250, 696), (564, 663), (127, 845)',H1,1992-09-07
'(168, 947), (536, 145), (758, 401), (821, 978)',H12,1998-10-08
'(915, 346), (86, 82), (113, 656), (878, 505)',H6,1997-01-19
'(632, 964), (412, 295), (400, 922), (388, 180)',H2,1994-06-21
'(132, 369), (191, 830), (934, 652), (819, 453)',H8,1990-08-16
'(696, 95), (585, 426), (996, 986), (577, 507)',H6,2000-03-20
'(253, 79), (801, 506), (620, 81), (892, 784)',H19,1990-06-25
'(631, 883), (818, 941), (779, 820), (582, 654)',H13,1998-06-13
'(984, 929), (659, 760), (194, 759), (988, 604)',H9,2000-04-15
'(652, 141), (306, 930), (921, 836), (245, 860)',H5,2000-01-06
'(933, 885), (402, 693), (959, 793), (331, 661)',H15,1998-05-10
'(571, 54), (917, 474), (795, 637), (560, 11)',H8,2000-05-31
'(798, 388), (316, 7), (721, 92), (793, 224)',H2,1999-08-22
'(626, 621), (301, 311), (809, 105), (738, 827)',H14,1992-03-09
'(987, 77), (87, 319), (828, 171), (87, 3)',H11,1998-08-25
'(81, 960), (103, 146), (973, 596), (269, 826)',H10,1997-11-30
'(395, 126), (161, 279), (541, 438), (57, 318)',H4,2000-11-07
'(456, 922), (956, 888), (105, 801), (836, 780)',H3,1993-04-08
'(506, 275), (178, 955), (175, 557), (672, 277)',H15,1990-05-05
'(849, 133), (55, 564), (99, 515), (523, 626)',H18,1997-03-30
'(581, 640), (253, 618), (460, 773), (748, 265)',H3,1993-11-11
'(790, 742), (210, 736), (433, 20), (358, 973)',H9,1990-12-20
'(126, 596), (764, 538), (450, 519), (785, 22)',H15,1999-10-21
'(437, 738), (454, 450), (86, 736), (552, 690)',H9,1992-04-15
'(977, 564), (367, 385), (638, 903), (504, 932)',H15,1990-03-19
'(310, 836), (764, 347), (944, 553), (212, 689)',H18,1992-12-21
'(156, 635), (157, 360), (773, 503), (560, 534)',H10,1998-08-15
'(303, 765), (366, 282), (502, 853), (633, 151)',H7,1993-10-04
'(564, 148), (428, 760), (169, 452), (812, 671)',H2,1996-09-08
'(529, 381), (808, 743), (705, 819), (71, 148)',H8,1996-01-28
'(502, 30), (445, 950), (49, 413), (136, 9)',H13,1993-05-11
'(894, 388), (189, 366), (206, 328), (371, 568)',H11,1997-02-19
'(886, 829), (486, 325), (575, 726), (394, 66)',H16,1998-12-16
'(462, 249), (62, 850), (170, 633), (133, 382)',H12,1994-05-16
'(732, 667), (20, 483), (382, 651), (165, 595)',H19,1991-06-15
'(944, 159), (493, 296), (170, 738), (867, 62)',H4,1993-06-25
'(28, 44), (239, 238), (780, 34), (888, 602)',H9,1991-12-20
'(309, 69), (464, 638), (651, 92), (64, 212)',H8,1991-07-10
'(27, 357), (454, 234), (339, 216), (687, 100)',H18,1992-10-22
'(684, 928), (132, 391), (333, 715), (119, 740)',H3,1995-09-20
'(255, 712), (473, 39), (80, 370), (419, 799)',H6,1993-09-13
'(303, 9), (922, 33), (742, 70), (493, 814)',H17,1990-06-18
'(528, 851), (951, 854), (885, 343), (13, 575)',H7,1998-11-17
'(538, 431), (690, 478), (474, 581), (411, 180)',H11,1999-03-22
'(433, 921), (164, 875), (19, 388), (854, 600)',H19,1995-11-07
'(464, 377), (414, 370), (985, 234), (225, 27)',H17,1990-05-16
'(492, 30), (386, 353), (209, 215), (462, 65)',H9,1993-06-17
'(185, 990), (803, 88), (267, 429), (908, 942)',H3,1995-06-23
'(133, 864), (892, 941), (555, 132), (42, 551)',H7,1995-12-17
'(23, 873), (283, 389), (787, 67), (841, 94)',H18,1990-08-03
'(13, 9), (786, 622), (247, 628), (207, 809)',H5,1994-02-20
'(507, 416), (596, 163), (258, 544), (704, 175)',H5,1996-03-15
'(393, 284), (316, 804), (762, 105), (452, 640)',H6,1994-07-31
'(417, 529), (959, 10), (339, 29), (657, 517)',H2,1994-04-28
'(443, 225), (485, 462), (934, 910), (347, 309)',H10,1999-08-03
'(974, 23), (897, 286), (552, 425), (226, 96)',H14,1995-11-14
'(792, 859), (813, 184), (960, 418), (551, 777)',H14,1993-07-05
'(629, 248), (150, 948), (332, 502), (354, 562)',H11,1999-06-10
'(645, 823), (480, 884), (528, 651), (61, 758)',H18,2000-06-10
'(364, 498), (948, 313), (104, 121), (671, 13)',H15,1997-02-07
'(278, 454), (822, 91), (498, 43), (543, 796)',H11,2000-10-10
'(973, 883), (544, 230), (399, 147), (549, 334)',H9,2000-10-24
'(187, 265), (311, 737), (42, 730), (191, 661)',H18,1998-03-08
'(12, 64), (937, 246), (586, 725), (215, 301)',H6,2000-11-10
'(653, 985), (8, 200), (350, 236), (516, 228)',H6,1992-05-10
'(888, 88), (793, 518), (978, 264), (62, 115)',H11,1997-12-25
'(421, 973), (473, 637), (287, 461), (338, 83)',H15,1997-07-04
'(380, 337), (237, 31), (141, 794), (858, 187)',H10,1997-07-27
'(725, 666), (79, 978), (726, 360), (928, 978)',H10,1997-05-02
'(453, 222), (873, 466), (791, 847), (403, 347)',H19,1993-07-16
'(480, 926), (873, 495), (778, 771), (455, 738)',H18,1994-04-31
'(852, 760), (357, 30), (132, 452), (802, 571)',H16,1997-09-19
'(294, 349), (797, 526), (22, 505), (682, 68)',H10,1995-01-06
'(429, 512), (943, 547), (914, 460), (60, 177)',H9,1991-07-05
'(827, 96), (752, 654), (339, 168), (927, 678)',H9,1993-01-31
'(263, 690), (191, 178), (197, 445), (343, 578)',H15,1993-09-26
'(714, 964), (645, 167), (336, 873), (639, 674)',H3,1991-05-28
'(41, 421), (299, 11), (439, 750), (723, 127)',H9,1996-11-30
'(657, 340), (818, 354), (434, 10), (523, 65)',H6,1996-02-20
'(267, 870), (62, 568), (219, 125), (323, 567)',H8,1990-11-07
'(442, 644), (587, 999), (245, 626), (959, 63)',H2,1991-12-03
'(472, 527), (260, 909), (800, 82), (999, 854)',H7,1992-08-17
'(52, 60), (220, 926), (628, 485), (149, 477)',H4,1995-04-11
'(401, 833), (926, 187), (24, 34), (901, 868)',H11,1993-11-12
'(740, 764), (14, 165), (647, 475), (736, 405)',H11,1999-11-31
'(173, 59), (921, 11), (632, 799), (386, 790)',H16,1992-06-22
'(428, 815), (448, 96), (426, 423), (908, 576)',H12,2000-08-22
'(121, 167), (85, 989), (200, 42), (887, 196)',H15,1990-04-18
'(133, 7), (7, 869), (672, 420), (734, 828)',H14,1992-10-12
'(93, 518), (742, 226), (449, 369), (678, 230)',H14,1996-06-28
'(231, 835), (697, 180), (324, 991), (682, 457)',H9,1997-09-11
'(904, 812), (726, 136), (766, 830), (35, 605)',H17,1990-05-31
'(625, 735), (243, 831), (162, 490), (327, 50)',H15,1999-01-02
'(141, 688), (345, 661), (917, 836), (778, 10)',H10,2000-06-30
'(665, 770), (147, 116), (840, 704), (516, 280)',H6,1996-05-18
'(600, 353), (306, 765), (690, 984), (312, 639)',H18,1993-06-02
'(958, 857), (447, 6), (278, 796), (24, 45)',H13,1994-01-02
'(541, 542), (60, 191), (869, 464), (218, 77)',H14,1999-05-01
'(135, 969), (502, 398), (435, 390), (293, 2)',H9,1997-08-16
'(954, 25), (962, 392), (285, 999), (136, 32)',H1,1996-07-31
'(159, 79), (153, 968), (629, 381), (342, 563)',H2,1993-01-13
'(121, 295), (126, 717), (5, 249), (729, 921)',H6,1991-03-21
'(17, 80), (311, 591), (225, 716), (982, 418)',H10,1996-02-08
'(177, 542), (865, 415), (873, 495), (905, 552)',H14,1998-07-24
'(575, 877), (970, 596), (987, 197), (85, 391)',H16,1998-02-21
'(241, 542), (107, 435), (26, 885), (992, 397)',H12,1994-04-03
'(115, 473), (158, 152), (73, 139), (831, 188)',H17,1994-08-17
